title,link,description,published,city,state_name_x,county_name,lat,lng,roberta_title,roberta_description,roberta_title_label,roberta_title_score,roberta_desc_label,roberta_desc_score,city_ascii,state_id,state_name_y,county_fips,population,density,military,incorporated,timezone,zips
Amazonia 'ruled' by 227 tree species,http://www.bbc.co.uk/news/science-environment-24567421#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Despite being home to about 16,000 tree species, just 227 ""hyperdominant"" species account for half of Amazonia's total trees, a study suggests.","Thu, 17 Oct 2013 19:48:51 GMT",Amazonia,Missouri,Andrew,39.8888,-94.8927,"('neutral', 0.9033421874046326)","('neutral', 0.851309597492218)",neutral,0.9033421874046326,neutral,0.851309597492218,Amazonia,MO,Missouri,29003,343,282.4,False,True,America/Chicago,64421
VIDEO: 'Like throwing a snowball at the Sun',http://www.bbc.co.uk/news/science-environment-25147389#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Comet Ison seems to have been destroyed in its encounter with the Sun. Francisco Diego from University College London explains how it happened.,"Thu, 28 Nov 2013 21:19:18 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8818756341934204)","('negative', 0.61599200963974)",neutral,0.8818756341934204,negative,0.61599200963974,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
VIDEO: Has the Sun gone to sleep?,http://www.bbc.co.uk/news/science-environment-25771510#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Scientists are saying that the Sun is in a phase of ""solar lull"" - meaning that the Sun has fallen asleep - and it is baffling them. Rebecca Morelle reports.","Fri, 17 Jan 2014 05:57:58 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.9497807621955872)","('negative', 0.5601897835731506)",neutral,0.9497807621955872,negative,0.5601897835731506,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
The secret life of the Sun,http://www.bbc.co.uk/science/0/21793377,The intricate layers making up our Sun,"Fri, 05 Jul 2013 14:33:58 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.7582905888557434)","('neutral', 0.6667200922966003)",neutral,0.7582905888557434,neutral,0.6667200922966003,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Astronomers zoom in on 'monster' stars,http://www.bbc.co.uk/news/science-environment-10701815,"Astronomers discover the most massive stars to date, including one which at birth had more than 300 times the mass of the Sun.","Wed, 21 Jul 2010 09:19:04 +0000",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8755291104316711)","('positive', 0.8734886050224304)",neutral,0.8755291104316711,positive,0.8734886050224304,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
New form of space weather identified,http://www.bbc.co.uk/news/uk-scotland-tayside-central-29612693#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A new form of solar cloud is identified by research led by Dundee University into ""space weather"" emanating from the Sun.","Tue, 14 Oct 2014 10:01:10 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8417503833770752)","('neutral', 0.8579957485198975)",neutral,0.8417503833770752,neutral,0.8579957485198975,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Dynamic Mercury,http://www.bbc.co.uk/news/science-environment-10650039,Beautiful images of the planet closest to our Sun,"Thu, 15 Jul 2010 18:03:18 +0000",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.7403823733329773)","('positive', 0.9721900820732117)",neutral,0.7403823733329773,positive,0.9721900820732116,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Neutron star is record breaker,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11639458,A super-dense object no wider than a large city is calculated by astronomers to have a mass twice that of our Sun.,"Thu, 28 Oct 2010 11:13:49 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('positive', 0.829322099685669)","('neutral', 0.8200472593307495)",positive,0.829322099685669,neutral,0.8200472593307495,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
UK company to build Sun satellite,http://www.bbc.co.uk/news/science-environment-17743190#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"British industry will lead the production of Solar Orbiter, a spacecraft that will travel closer to the Sun than any satellite to date.","Thu, 26 Apr 2012 18:14:13 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8623738288879395)","('neutral', 0.5541298389434814)",neutral,0.8623738288879395,neutral,0.5541298389434814,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Plans for solar 'close encounter',http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11181567,"Nasa is aiming to get closer to the Sun than ever before, with plans to plunge a car-sized unmanned spacecraft into the star's outer atmosphere.","Fri, 03 Sep 2010 16:44:59 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.9350875020027161)","('positive', 0.5058531165122986)",neutral,0.935087502002716,positive,0.5058531165122986,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Voyagers shed light on Solar System's structure,https://www.bbc.co.uk/news/science-environment-50289353,Data from spacecraft launched in the 1970s help determine the shape of the magnetic bubble around the Sun.,"Mon, 04 Nov 2019 17:50:55 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.9267184138298035)","('neutral', 0.9217889904975891)",neutral,0.9267184138298036,neutral,0.9217889904975892,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
The Nasa probe keeping tabs on our turbulent Sun,http://www.bbc.co.uk/news/science-environment-24369363#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The news from Nasa's highly productive solar observatory,"Tue, 08 Oct 2013 00:59:32 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.887058675289154)","('positive', 0.62034010887146)",neutral,0.887058675289154,positive,0.62034010887146,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Nasa plans for solar 'close encounter',http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-11181567,"Nasa is aiming to get closer to the Sun than ever before, with plans to plunge a car-sized unmanned spacecraft into the star's outer atmosphere.","Fri, 03 Sep 2010 16:44:59 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8926106691360474)","('positive', 0.5058531165122986)",neutral,0.8926106691360474,positive,0.5058531165122986,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Comet Ison grazes past Sun's surface,http://www.bbc.co.uk/news/science-environment-25143861#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Astronomers continue to monitor the status of Comet Ison as it makes its passage around the Sun.,"Thu, 28 Nov 2013 18:38:23 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8911455869674683)","('neutral', 0.9118515253067017)",neutral,0.8911455869674683,neutral,0.9118515253067015,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Mercury's dynamic past,http://www.bbc.co.uk/news/science-environment-10650039,Beautiful images and scientific surprises from the planet closest to our Sun,"Thu, 15 Jul 2010 18:03:18 +0000",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8949291706085205)","('positive', 0.9754639863967896)",neutral,0.8949291706085205,positive,0.9754639863967896,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Parker Solar Probe: Nasa's Sun mission smashes records,https://www.bbc.co.uk/news/science-environment-46030852,"America's audacious mission to ""touch the Sun"" has now got nearer to our star than any previous human-made object.","Tue, 30 Oct 2018 09:58:28 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.73931884765625)","('negative', 0.646483302116394)",neutral,0.73931884765625,negative,0.646483302116394,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
VIDEO: Time-lapse: Five years of the Sun,http://www.bbc.co.uk/news/science-environment-31465122#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Space agency Nasa has released a time-lapse video showing the Sun over period of nearly five years - capturing one frame every eight hours.,"Fri, 13 Feb 2015 21:50:02 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.9098989963531494)","('neutral', 0.8398071527481079)",neutral,0.9098989963531494,neutral,0.8398071527481079,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
Colossal star explosion detected,http://www.bbc.co.uk/news/science-environment-35315509#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Astronomers have seen what could be the most powerful supernova yet detected - an event so big it shone with 570 billion times the brightness of our Sun.,"Thu, 14 Jan 2016 19:52:02 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.5703171491622925)","('positive', 0.9023241400718689)",neutral,0.5703171491622925,positive,0.9023241400718688,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
UK industry to build Sun mission,http://www.bbc.co.uk/news/science-environment-17743190#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"British industry will lead the production of Solar Orbiter, a spacecraft that will travel closer to the Sun than any satellite to date.","Thu, 26 Apr 2012 18:14:13 GMT",Sun,Louisiana,St. Tammany,30.6489,-89.907,"('neutral', 0.8119792342185974)","('neutral', 0.5541298389434814)",neutral,0.8119792342185974,neutral,0.5541298389434814,Sun,LA,Louisiana,22103,586,47.1,False,True,America/Chicago,70463 70427
CITES species body rejects process for ivory sales,http://www.bbc.co.uk/news/science-environment-37479072,Delegates at the Cites meeting in Johannesburg have defeated an attempt to set up a process to resume sales of ivory.,"Tue, 27 Sep 2016 08:05:27 GMT",Johannesburg,California,Kern,35.3719,-117.6419,"('negative', 0.671580970287323)","('neutral', 0.6679942011833191)",negative,0.671580970287323,neutral,0.6679942011833191,Johannesburg,CA,California,6029,90,7.6,False,False,America/Los_Angeles,93528
Copter cars and other visions of Africa’s future,http://www.bbc.co.uk/news/world-africa-37576145,"Young African scientists show off their inventions, including a prototype of flying car, at an expo in the South African city of Johannesburg.","Thu, 06 Oct 2016 15:36:29 GMT",Johannesburg,California,Kern,35.3719,-117.6419,"('neutral', 0.8577072024345398)","('positive', 0.5752070546150208)",neutral,0.8577072024345398,positive,0.5752070546150208,Johannesburg,CA,California,6029,90,7.6,False,False,America/Los_Angeles,93528
A closer look at '3.67m-year-old' skeleton,http://www.bbc.co.uk/news/science-environment-42259429,"It took 20 years to excavate, clean and put together Little Foot, found in caves north of Johannesburg.","Wed, 06 Dec 2017 20:20:26 GMT",Johannesburg,California,Kern,35.3719,-117.6419,"('neutral', 0.9287830591201782)","('neutral', 0.826339066028595)",neutral,0.9287830591201782,neutral,0.826339066028595,Johannesburg,CA,California,6029,90,7.6,False,False,America/Los_Angeles,93528
Belfast lizard numbers 'devastated',http://www.bbc.co.uk/news/uk-northern-ireland-22882313#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A newly-discovered population of lizards has been ""devastated"" by arsonists setting fire to Cave Hill, according to the Belfast Hills Partnership.","Thu, 13 Jun 2013 05:49:31 GMT",Belfast,Maine,Waldo,44.4279,-69.0325,"('negative', 0.7791966199874878)","('negative', 0.7929806113243103)",negative,0.7791966199874878,negative,0.7929806113243103,Belfast,ME,Maine,23027,6890,76.1,False,True,America/New_York,4915
Prehistoric site is found on hill,http://www.bbc.co.uk/go/rss/int/news/-/news/15477796,Archaeologists discover what is believed to be a prehistoric ceremonial site in north Belfast.,"Thu, 27 Oct 2011 13:04:33 GMT",Belfast,Maine,Waldo,44.4279,-69.0325,"('neutral', 0.9036895036697388)","('neutral', 0.9010177850723267)",neutral,0.9036895036697388,neutral,0.9010177850723268,Belfast,ME,Maine,23027,6890,76.1,False,True,America/New_York,4915
Belfast scientists design flexible organic battery,http://www.bbc.co.uk/news/uk-northern-ireland-41253913,Queen's University scientists design a flexible long-life battery that could be used in pacemakers.,"Wed, 13 Sep 2017 13:04:29 GMT",Belfast,Maine,Waldo,44.4279,-69.0325,"('neutral', 0.6062679886817932)","('neutral', 0.558225691318512)",neutral,0.6062679886817932,neutral,0.558225691318512,Belfast,ME,Maine,23027,6890,76.1,False,True,America/New_York,4915
Nasa: Belfast mathematician working towards her astronaut dream,https://www.bbc.co.uk/news/uk-northern-ireland-59474433?at_medium=RSSat_campaign=KARANGA,"Dr Caoimhe Rooney, from Belfast, keeps one eye on calculus and the other fixed firmly on the stars.","Sun, 05 Dec 2021 06:24:31 GMT",Belfast,Maine,Waldo,44.4279,-69.0325,"('positive', 0.5691450238227844)","('neutral', 0.8544827699661255)",positive,0.5691450238227844,neutral,0.8544827699661255,Belfast,ME,Maine,23027,6890,76.1,False,True,America/New_York,4915
Meet Belfast's young climate change protesters,https://www.bbc.co.uk/news/uk-northern-ireland-48404571,Young people all over the world are walking out of school in protest of climate change - and Belfast is no different.,"Sat, 25 May 2019 06:21:40 GMT",Belfast,Maine,Waldo,44.4279,-69.0325,"('neutral', 0.8277071118354797)","('negative', 0.6388779282569885)",neutral,0.8277071118354797,negative,0.6388779282569885,Belfast,ME,Maine,23027,6890,76.1,False,True,America/New_York,4915
Birdsong phone apps 'harming' birds,http://www.bbc.co.uk/news/uk-england-dorset-22863383#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The ""harmful misuse"" of mobile phone apps that mimic birdsong can stop birds performing important tasks such as feeding their young, experts say.","Wed, 12 Jun 2013 07:40:45 GMT",Birdsong,Arkansas,Mississippi,35.461,-90.2598,"('negative', 0.5383761525154114)","('negative', 0.7319160103797913)",negative,0.5383761525154114,negative,0.7319160103797913,Birdsong,AR,Arkansas,5093,22,35.0,False,True,America/Chicago,72386
'Black widow' scare at airbase,http://www.bbc.co.uk/news/uk-england-suffolk-19950353#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Buildings at an air base in Suffolk are closed after a ""suspicious"" spider is seen in the bar of the officers' mess.","Mon, 15 Oct 2012 13:09:29 GMT",Suffolk,Virginia,Suffolk,36.6953,-76.6398,"('neutral', 0.6174588203430176)","('negative', 0.5128631591796875)",neutral,0.6174588203430176,negative,0.5128631591796875,Suffolk,VA,Virginia,51800,93268,88.4,False,True,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439
Rats 'eat' part of woman's car,http://www.bbc.co.uk/news/uk-england-suffolk-21159407#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Rats ""eat"" part of a Suffolk woman's car causing damage put at £1,200 to the interior and electrics.","Thu, 24 Jan 2013 09:17:58 GMT",Suffolk,Virginia,Suffolk,36.6953,-76.6398,"('negative', 0.6804575324058533)","('negative', 0.8794158697128296)",negative,0.6804575324058533,negative,0.8794158697128296,Suffolk,VA,Virginia,51800,93268,88.4,False,True,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439
Springwatch boosts Minsmere numbers,http://www.bbc.co.uk/news/uk-england-suffolk-27887024#sa-ns_mchannel=rssns_source=PublicRSS20-sa,The Suffolk nature reserve which hosted BBC Springwatch this year says it has experienced a 50% increase in visitor numbers.,"Sat, 21 Jun 2014 09:22:47 GMT",Suffolk,Virginia,Suffolk,36.6953,-76.6398,"('positive', 0.6367194652557373)","('neutral', 0.5528239607810974)",positive,0.6367194652557373,neutral,0.5528239607810974,Suffolk,VA,Virginia,51800,93268,88.4,False,True,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439
Fox and hedgehog share bite to eat,http://www.bbc.co.uk/news/uk-england-suffolk-27540053#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A fox and a hedgehog are captured on a webcam sharing a meal in the garden of a Suffolk wildlife enthusiast.,"Sat, 24 May 2014 07:26:02 GMT",Suffolk,Virginia,Suffolk,36.6953,-76.6398,"('neutral', 0.8192862272262573)","('neutral', 0.9195924401283264)",neutral,0.8192862272262573,neutral,0.9195924401283264,Suffolk,VA,Virginia,51800,93268,88.4,False,True,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439
Whale dies after beaching on bank,http://www.bbc.co.uk/news/uk-england-suffolk-19783159#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A young fin whale, 10m (33ft) in length, dies after beaching on a shingle bank off the Suffolk coast.","Mon, 01 Oct 2012 11:37:38 GMT",Suffolk,Virginia,Suffolk,36.6953,-76.6398,"('negative', 0.599729061126709)","('negative', 0.6451684236526489)",negative,0.599729061126709,negative,0.6451684236526489,Suffolk,VA,Virginia,51800,93268,88.4,False,True,America/New_York,23433 23432 23437 23436 23435 23434 23438 23439
