title,link,description,published
A Peninsula of Pocosin,https://earthobservatory.nasa.gov/images/146051/a-peninsula-of-pocosin,The rare type of freshwater bog shares space with red wolves and bomb targets on the Albemarle-Pamlico Peninsula in North Carolina.,"Sat, 28 Dec 2019 00:00:00 -0500"
Folklore and Science Meet at Tiwi,https://earthobservatory.nasa.gov/images/146028/folklore-and-science-meet-at-tiwi,Myths about these Australian islands seem to provide an ancient explanation for sea level rise.,"Fri, 27 Dec 2019 00:00:00 -0500"
A GOLDen Look at the Ionosphere,https://earthobservatory.nasa.gov/images/146043/a-golden-look-at-the-ionosphere,Satellites are shedding new light on the invisible processes and rhythms at play at the intersection between Earth and space.,"Thu, 26 Dec 2019 00:00:00 -0500"
Lanzarote’s Lunar-Like Landscape,https://earthobservatory.nasa.gov/images/146057/lanzarotes-lunar-like-landscape,"The dry, volcanic terrain of this Canary Island is suitable for lichen and crops … and for training astronauts.","Wed, 25 Dec 2019 00:00:00 -0500"
Roads for Ships,https://earthobservatory.nasa.gov/images/146047/roads-for-ships,"The deep channels through Hampton Roads have made the surrounding cities important hubs of shipping, trade, and defense.","Tue, 24 Dec 2019 00:00:00 -0500"
December Puzzler,http://earthobservatory.nasa.gov/blogs/earthmatters/?p=10330,"Your challenge is to use the comments section to tell us what we are looking at, where it is, and why it is interesting.","Mon, 23 Dec 2019 13:59:32 -0500"
Spotting the Spotted Owl: 30 Years of Forest Disturbance,https://earthobservatory.nasa.gov/images/146038/spotting-the-spotted-owl-30-years-of-forest-disturbance,Wildfires make a significant mark on the bird’s nesting and roosting habitat.,"Mon, 23 Dec 2019 00:00:00 -0500"
"Rivers in Glint, Southern Brazil",https://earthobservatory.nasa.gov/images/146020/rivers-in-glint-southern-brazil,"Sunlight highlights details around Rio Paraná, Rio Tiete, and Rio Paranapanema.","Sun, 22 Dec 2019 00:00:00 -0500"
Bodélé Dust,https://earthobservatory.nasa.gov/images/146011/bodele-dust,The dried-up lake bed in Chad is a major source of atmospheric dust.,"Sat, 21 Dec 2019 00:00:00 -0500"
Best of 2019,https://earthobservatory.nasa.gov/features/videos/best-of-2019,2019 brought many memorable events on Planet Earth. Here are a few highlights from around the globe.,"Fri, 20 Dec 2019 00:00:00 -0500"
Tracking Amazon Deforestation from Above,https://earthobservatory.nasa.gov/images/145988/tracking-amazon-deforestation-from-above,Satellites have played a key role in monitoring and reducing the rate of deforestation in the rainforest.,"Fri, 20 Dec 2019 00:00:00 -0500"
Seeing the Parts for the Whole,https://earthobservatory.nasa.gov/images/146032/seeing-the-parts-for-the-whole,"Across two decades, the Terra satellite has been a great leap for Earth system science, observing how different spheres fit together as a whole.","Thu, 19 Dec 2019 00:00:00 -0500"
Spotting the Spotted Owl: 30 Years of Habitat Change,https://earthobservatory.nasa.gov/images/145979/spotting-the-spotted-owl-30-years-of-habitat-change,Maps of forest cover type show where the composition and structure of the forest is sufficient for the threatened species to nest and roost.,"Wed, 18 Dec 2019 00:00:00 -0500"
Drought Threatens Millions in Southern Africa,https://earthobservatory.nasa.gov/images/146015/drought-threatens-millions-in-southern-africa,"Diminished rainfall, combined with soaring temperatures, has jeopardized the food security and energy supplies of millions of people in the region.","Tue, 17 Dec 2019 00:00:00 -0500"
Frozen Karakul Lake,https://earthobservatory.nasa.gov/images/146006/frozen-karakul-lake,The so-called “black lake” in Tajikistan’s Pamir Mountains is often topped with a layer of white.,"Mon, 16 Dec 2019 00:00:00 -0500"
"Long, Tall Shadows",https://earthobservatory.nasa.gov/images/146003/long-tall-shadows,Anvil clouds and towering thunderheads stood tall over northeastern Brazil.,"Sun, 15 Dec 2019 00:00:00 -0500"
Desert Crops Thrive as the Aquifer Shrinks,https://earthobservatory.nasa.gov/images/145975/desert-crops-thrive-as-the-aquifer-shrinks,Water tables have dropped beneath the Saudi Arabian town of Wadi ad-Dawasir.,"Sat, 14 Dec 2019 00:00:00 -0500"
Fires Take a Toll on Australian Forests,https://earthobservatory.nasa.gov/images/145998/fires-take-a-toll-on-australian-forests,Blazes that have raged since October have charred eucalyptus and rainforests in New South Wales.,"Fri, 13 Dec 2019 00:00:00 -0500"
Iceland’s Glacial Lagoon,https://earthobservatory.nasa.gov/images/145984/icelands-glacial-lagoon,"Speckled with blue and white icebergs, the Jökulsárlón glacial lagoon is a stunning landscape, but also a relatively new one.","Thu, 12 Dec 2019 00:00:00 -0500"
The Expansion of Shanghai,https://earthobservatory.nasa.gov/images/145968/the-expansion-of-shanghai,The Chinese city has reclaimed land from shallow coastal waters at a rapid rate.,"Wed, 11 Dec 2019 00:00:00 -0500"
Cloud Streets Stream Over the Great Lakes,https://earthobservatory.nasa.gov/images/145973/cloud-streets-stream-over-the-great-lakes,A blast of cold air from Canada is fueling lake effect snow in several states.,"Tue, 10 Dec 2019 13:28:46 -0500"
Erebus Casts a Mighty Shadow,https://earthobservatory.nasa.gov/images/145965/erebus-casts-a-mighty-shadow,"The low Sun angle illuminated the eastern slopes of the Antarctic volcano, casting a long shadow to the west.","Tue, 10 Dec 2019 00:00:00 -0500"
Patchwork of Corn in the Snow,https://earthobservatory.nasa.gov/images/145956/patchwork-of-corn-in-the-snow,"In the wake of a potent winter storm in late November in the U.S. Midwest, an unusual pattern turned up in satellite imagery.","Mon, 09 Dec 2019 00:00:00 -0500"
"Lake Oahe, South Dakota",https://earthobservatory.nasa.gov/images/145962/lake-oahe-south-dakota,"The fourth largest man-made reservoir in North America extends from Pierre, South Dakota, to Bismarck, North Dakota.","Sun, 08 Dec 2019 00:00:00 -0500"
NASA-Sponsored GLOBE Education Program Wins Award,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11761,"Launched on Earth Day in 1995, the program connects scientists, teachers and students in 126 countries with hands-on scientific activities.","Fri, 17 Dec 2021 11:34:40 -0500"
Building Bahrain,https://earthobservatory.nasa.gov/images/150313/building-bahrain,Bahrain is a small country with a big population; both have been growing larger in recent decades.,"Thu, 08 Sep 2022 00:00:00 -0400"
Lake Manchar is Overflowing,https://earthobservatory.nasa.gov/images/150306/lake-manchar-is-overflowing,"In the face of extreme monsoon flooding, Pakistan’s largest lake has had several breaches.","Tue, 06 Sep 2022 17:51:02 -0400"
Hambach Coal Mine,https://earthobservatory.nasa.gov/images/150294/hambach-coal-mine,"The operation in North Rhine-Westphalia, Germany, produces 40 million tons of lignite annually.","Tue, 06 Sep 2022 00:00:00 -0400"
The Geysers of California,https://earthobservatory.nasa.gov/images/150297/the-geysers-of-california,Hot springs and fumaroles dot this misnamed geothermal field that hosts the world’s largest complex of power plants capturing subterranean heat.,"Mon, 05 Sep 2022 00:00:00 -0400"
An Atmosphere of Exploration,https://earthobservatory.nasa.gov/images/150300/an-atmosphere-of-exploration,"As scientists and engineers at NASA have their eyes set on the Moon again, so too do the astronauts.","Sat, 03 Sep 2022 00:00:00 -0400"
Typhoon Hinnamnor,https://earthobservatory.nasa.gov/images/150290/typhoon-hinnamnor,"On August 30, the storm became the first category 5 cyclone on Earth in 2022.","Thu, 01 Sep 2022 18:09:36 -0400"
Parched Poyang Lake,https://earthobservatory.nasa.gov/images/150285/parched-poyang-lake,Prolonged heat and drought have drained China’s largest freshwater lake.,"Thu, 01 Sep 2022 16:47:57 -0400"
Devastating Floods in Pakistan,https://earthobservatory.nasa.gov/images/150279/devastating-floods-in-pakistan,"A summer of torrential monsoon rains has affected millions, particularly around the Indus River.","Tue, 30 Aug 2022 18:16:00 -0400"
A Xinjiang Dust Storm,https://earthobservatory.nasa.gov/images/149564/a-xinjiang-dust-storm,Spring is peak season for dust in the Taklamakan desert in western China.,"Wed, 09 Mar 2022 15:03:37 -0500"
Finding Meteorite Hotspots in Antarctica,https://earthobservatory.nasa.gov/images/149554/finding-meteorite-hotspots-in-antarctica,"As many as 300,000 meteorites await discovery atop the continent’s ice, and now scientists have a map showing where to look.","Wed, 09 Mar 2022 00:00:00 -0500"
Enduring Antarctic Sea Ice,https://earthobservatory.nasa.gov/images/149567/enduring-antarctic-sea-ice,An icebreaker cut through persistent sea ice in the Weddell Sea during an expedition that ultimately located Shackleton’s lost ship.,"Fri, 11 Mar 2022 00:00:00 -0500"
Ethiopia’s Forest in the Clouds,https://earthobservatory.nasa.gov/images/147970/ethiopias-forest-in-the-clouds,"A range of unusual plants and wildlife lives in the Harenna Forest, but they face pressure from development.","Wed, 24 Feb 2021 00:00:00 -0500"
A Deadly Debris Flow in India,https://earthobservatory.nasa.gov/images/147973/a-deadly-debris-flow-in-india,The torrent of debris from a mountain in the Himalaya devastated remote valleys in Uttarakhand.,"Tue, 23 Feb 2021 16:01:08 -0500"
From Russia with Questions,https://earthobservatory.nasa.gov/images/147960/from-russia-with-questions,Researchers are puzzling over a distinctive striping pattern in the Central Siberian Plateau.,"Tue, 23 Feb 2021 00:00:00 -0500"
Fires Raged in the Amazon Again in 2020,https://earthobservatory.nasa.gov/images/147946/fires-raged-in-the-amazon-again-in-2020,"Large numbers of deforestation-related fires burned in the Amazon rainforest, while uncontrolled wildfires blazed in savanna and grassland ecosystems in central Brazil, Bolivia, and Paraguay.","Mon, 22 Feb 2021 00:00:00 -0500"
Hints of a Recent Eruption,https://earthobservatory.nasa.gov/images/147955/hints-of-a-recent-eruption,"Photographing an ongoing volcanic eruption anywhere on Earth is a matter of luck for most astronauts, but Kamchatka provides its share of opportunities.","Sun, 21 Feb 2021 00:00:00 -0500"
Tropical Cyclone Guambe,https://earthobservatory.nasa.gov/images/147958/tropical-cyclone-guambe,"Less than a month after a destructive storm in January, another tropical cyclone aims at the East African nation.","Fri, 19 Feb 2021 12:48:39 -0500"
Tracing Changes in Ozone-Depleting Chemicals,https://earthobservatory.nasa.gov/images/147913/tracing-changes-in-ozone-depleting-chemicals,Scientists used a ground-based network and models to detect global and regional fluctuations in CFC-11 emissions to the atmosphere.,"Fri, 19 Feb 2021 00:00:00 -0500"
Saharan Dust Heading for Europe,https://earthobservatory.nasa.gov/images/147952/saharan-dust-heading-for-europe,"A substantial dust plume drifted over the Atlantic Ocean, with some of the airborne grains steering toward the northeast.","Thu, 18 Feb 2021 17:22:49 -0500"
The Red Crest,https://earthobservatory.nasa.gov/images/147921/the-red-crest,The Namib Desert bears a scar from a meteorite impact.,"Thu, 18 Feb 2021 00:00:00 -0500"
Extreme Winter Weather Causes U.S. Blackouts,https://earthobservatory.nasa.gov/images/147941/extreme-winter-weather-causes-us-blackouts,Texas and other central states set records for cold temperatures during a persistent blast of arctic air.,"Tue, 16 Feb 2021 17:44:17 -0500"
Abundant Rain Turns Namibia Green,https://earthobservatory.nasa.gov/images/147924/abundant-rain-turns-namibia-green,The landscape has been transformed by the wettest rainy season since 2011.,"Tue, 16 Feb 2021 00:00:00 -0500"
A Watery Day for Lake Lefroy,https://earthobservatory.nasa.gov/images/147929/a-watery-day-for-lake-lefroy,Spectacular patterns emerged as stormwater pooled on the salt crust of this ephemeral lake in Western Australia.,"Fri, 12 Feb 2021 14:30:17 -0500"
Cloud Party in the Pacific,https://earthobservatory.nasa.gov/images/149596/cloud-party-in-the-pacific,Two eye-catching cloud types—flower-shaped actinoform and spiraling von Kármán vortices—popped up off the coast of Chile in March.,"Fri, 18 Mar 2022 00:00:00 -0400"
An Atmospheric River of Dust,https://earthobservatory.nasa.gov/images/149588/an-atmospheric-river-of-dust,"An atmospheric river carried a plume of Saharan dust to Western Europe, blanketing cities and ski slopes, and degrading air quality.","Thu, 17 Mar 2022 00:00:00 -0400"
There GOES Another Weather Watcher,https://earthobservatory.nasa.gov/images/149585/there-goes-another-weather-watcher,"Two weeks after its launch, the nation’s newest weather satellite has reached geostationary orbit.","Wed, 16 Mar 2022 00:00:00 -0400"
March Puzzler,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11855,Can you solve this month's satellite mystery?,"Tue, 15 Mar 2022 12:28:39 -0400"
No Breathing Easy for City Dwellers: Particulates,https://earthobservatory.nasa.gov/images/149580/no-breathing-easy-for-city-dwellers-particulates,A new satellite-derived dataset links concentrations of fine particulate matter in air pollution with health outcomes in cities around the world.,"Tue, 15 Mar 2022 00:00:00 -0400"
No Breathing Easy for City Dwellers: Nitrogen Dioxide,https://earthobservatory.nasa.gov/images/149560/no-breathing-easy-for-city-dwellers-nitrogen-dioxide,A new satellite-derived global dataset links concentrations of nitrogen dioxide with cases of pediatric asthma in urban areas around the world.,"Mon, 14 Mar 2022 00:00:00 -0400"
Not So Green Houses,https://earthobservatory.nasa.gov/images/149573/not-so-green-houses,The use of plastic on farms has become so common in recent decades that there there’s a term for it—plasticulture.,"Sun, 13 Mar 2022 00:00:00 -0500"
